,Date-Monthly,precip,mintemp,maxtemp,DAP,Urea,Rural population,Total Population - Both sexes,Total Population - Female,Total Population - Male,Urban population,Average dietary energy supply adequacy (percent) (3-year average),Political stability and absence of violence/terrorism (index),Agricultural land (1000 ha),Arable land (1000 ha),Country area (1000 ha),Cropland (1000 ha),Forest land (1000 ha),Land area (1000 ha),Land under permanent crops (1000 ha),Other naturally regenerated forest (1000 ha),Planted Forest (1000 ha),Primary Forest (1000 ha),price
63,Apr-15,14.794633000000001,12.251365,24.654854,0.7752044798165745,0.6305253643157919,34999.858499999995,47681.95583333333,23997.188833333334,23684.770833333336,12034.399,98.16666666666667,-1.2466666666666666,27630.0,5800.0,58037.0,6330.0,4406.9,56914.0,530.0,4187.8,219.1,0.0,0.69
64,May-15,11.10274,12.275708,24.386625,0.7672126810555788,0.6206045106814525,35058.18075,47780.14591666667,24046.459416666665,23733.689916666666,12077.0775,98.08333333333333,-1.2433333333333334,27630.0,5800.0,58037.0,6330.0,4409.95,56914.0,530.0,4190.4,219.55,0.0,0.68
65,Jun-15,6.455424000000001,11.804427,23.59078,0.7592208822945833,0.6106836570471131,35116.503,47878.336,24095.73,23782.609,12119.756,98.0,-1.24,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.65
66,Jul-15,8.281414000000002,11.259093,23.153637,0.7512290835335876,0.6007628034127737,35174.3555,47976.1025,24144.775833333333,23831.329166666666,12164.012499999999,97.91666666666667,-1.2491666666666668,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.56
67,Aug-15,8.213473,11.160531,23.829853,0.7432372847725921,0.5908419497784343,35232.208,48073.869000000006,24193.821666666667,23880.049333333332,12208.269,97.83333333333333,-1.2583333333333333,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.48
68,Sep-15,5.8845314,10.878886,25.250343,0.7352454860115964,0.5809210961440949,35290.0605,48171.635500000004,24242.8675,23928.769500000002,12252.5255,97.75,-1.2675,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.56
69,Oct-15,7.027294,12.312042,26.110636,0.768314998126061,0.6029674375537379,35347.913,48269.402,24291.913333333334,23977.48966666667,12296.782,97.66666666666667,-1.2766666666666666,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.552
70,Nov-15,15.23452,11.434427000000001,24.116936,0.7859520712537755,0.6195021936109703,35405.7655,48367.16850000001,24340.959166666667,24026.209833333334,12341.0385,97.58333333333333,-1.2858333333333334,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.544
71,Dec-15,9.8408455,11.822219,25.630770000000002,0.7804404859013647,0.6161952423995238,35463.618,48464.935000000005,24390.004999999997,24074.93,12385.295,97.5,-1.295,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.536
72,Jan-16,6.8020510000000005,11.991646000000001,27.410227000000003,0.7716219493375075,0.6150929253290417,35521.470499999996,48562.7015,24439.05083333333,24123.650166666666,12429.5515,97.41666666666667,-1.3041666666666667,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.528
73,Feb-16,2.6088283999999997,11.584105000000001,27.911334999999998,0.7782358517604004,0.6206045106814524,35579.323,48660.46800000001,24488.096666666665,24172.370333333332,12473.808,97.33333333333333,-1.3133333333333335,27630.0,5800.0,58037.0,6330.0,4413.0,56914.0,530.0,4193.0,220.0,0.0,0.52
